 order,family,genus,species,StemLengthMeters,VDbase um (Vessel diameter stem base micrometers),VDtip um (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Min. longitud total de la hoja (cm),Max. longitud total de la hoja (cm),Min. longitud del peciolo (cm),Max. longitud del peciolo (cm),Min. longitud de la lamina (cm),Max. longitud de la lamina (cm),Min. ancho de hoja o lamina (cm),Max. ancho de hoja o lamina (cm),Tipo de hoja (simple o compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS,,,,
Fagales,Betulaceae,Carpinus,caroliniana,7.50,48.12,12.52,"Fuente 1: Leaves (1.5-)3-13 × (0.8-)1.5-5 cm / Fuente 2: Leaves oval or ovate, 2 to 4 in. long, 1 to 2 in. wide; rounded or heart-shaped at the base, taper-pointed, sharply and often doubly toothed; covered with white silky hairs when quite young, becoming sparsely hairy above, downy on the midrib and vein-axils beneath; stalk 1⁄4 to 1⁄2 in. long, downy.",Fuente 1: https://www.tropicos.org/docs/meso/betulaceae.pdf / Fuente 2: https://treesandshrubsonline.org/articles/carpinus/carpinus-caroliniana/,,3,13,0.635,1.27,5.04,10.16,1.5,5,simple,,,Sinonimo de Carpinus tropicalis,,,,
Fagales,Betulaceae,Corylus,avellana,3.20,35.57,10.01,"Leaves roundish or obovate, heart-shaped at the base, 2 to 4 in. long, 11⁄2 to 3 in. wide; the lower half irregularly toothed, the terminal half often shallowly lobed as well as toothed; downy on both surfaces, but especially beneath; stalk glandular-hairy, 1⁄4 to 1⁄2 in. long.",https://treesandshrubsonline.org/articles/corylus/corylus-avellana/,,,,0.635,1.27,5.08,10.16,3.81,7.52,simple,,,,,,,
Fagales,Betulaceae,Ostrya,virginiana,7.21,47.36,10.32,"Fuente 1: Leaves (1- )4.5-14 × (0.7-)2-6 cm / Fuente 2: Leaf blade narrowly ovate or elliptic to oblong-lanceolate, (5--)8--10(--13) × 4--5(--6) cm  /  Fuente 3: (peciolo)  talk 1⁄4 in. long, glandular downy. ",Fuente1: https://www.tropicos.org/docs/meso/betulaceae.pdf / Fuente 2: http://www.worldfloraonline.org/taxon/wfo-0000261470 / Fuente 3: https://treesandshrubsonline.org/articles/ostrya/ostrya-virginiana/,,4.5,14,,0.6,8,10,2,6,simple,,,,,,,
Fagales,Casuarinaceae,Allocasuarina,distyla,1.00,27.93,12.54,"Bark mainly smooth. Branchlets ascending, to 35 cm long; articles smooth, 10–20 mm long, 0.8–1.5 mm diam. occasionally waxy, pubescent in furrows; phyllichnia angular to rounded, occasionally sparsely and minutely pubescent; teeth 6–8, erect, slightly overlapping at least when young, 0.5–1.2 mm long, occasionally marcescent.",http://www.anbg.gov.au/abrs/online-resources/flora/stddisplay.xsql?sn_infspnm=distyla&sn_infsprnk=sp.&sn_fam=casuarinaceae&sn_gen=allocasuarina&sn_sp=,,0.1,0.2,,,,,,,simple,,,"Las hojas se reducen a escamas, iagual se miden?",,,,
Fagales,Casuarinaceae,Casuarina,equisetifolia,14.70,92.08,9.62,"Hojas 6 u 8 por nudo, 0.5–0.8 mm de largo y 0.3–0.4 mm de ancho en la base, a veces recurvadas y más grandes, 2.3–2.7 mm de largo, rojo- y blanco-puberulentas.",http://legacy.tropicos.org/Name/6400006?projectid=7,,0.5,0.8,,,,,0.3,0.4,simple,,,,,,,
Fagales,Casuarinaceae,Gymnostoma,deplancheanum,7.73,115.69,15.00,Hojas reducidas a escamas. escamas: 0.58-0.7 x 0.83-1 mm,,https://plants.jstor.org/stable/10.5555/al.ap.specimen.l0041026?searchUri=plantName%3D%2522Casuarina%2Bdeplancheana%2522%26syn%3D1,0.058,0.07,,,,,0.083,0.1,simple,,,Las hojas se reducen a escamas,,,,
Fagales,Fagaceae,Castanea,sativa,6.75,84.62,15.95,"Fuente 1: Leaves elliptic to ovate-lanceolate, 14-22.5 x 5-9 cm / Fuente 2: Leaves oblong, with a narrowed, pointed apex, and a rounded, slightly heart-shaped or tapered base; coarsely toothed, 5 to 9 in. long, 2 to 31⁄2 in. wide; stalk 1⁄2 to 1 in. long. ",Fuente 1: http://legacy.tropicos.org/Name/13100366?projectid=32 / Fuente 2: https://treesandshrubsonline.org/articles/castanea/castanea-sativa/,,14,22.5,1.27,2.54,12.7,22.86,5,9,simple,,,,,,,
Fagales,Fagaceae,Fagus,sylvatica,11.57,49.00,9.26,"Leaves oval-elliptic, apex acute, base rounded, (3–)4–10 cm x 2.5–4 cm, 5–8 pairs of veins, margins ciliate or remotely and very finely toothed (distinctly lobed in some cultivars), bright green above, pale green below, with a silky pubescence on both sides along midvein and primary veins at least when young; petiole 0.3–1 cm.",https://treesandshrubsonline.org/articles/fagus/fagus-sylvatica/,,,,0.3,1,4,10,2.5,4,simple,,,,,,,
Fagales,Fagaceae,Quercus,alba,23.58,104.79,20.34,"Petioles 6–25 mm long. Leaf blades 12.5–21.0 cm long, 9.5–13.0 cm wide, relatively thin and flexible, obtuse to somewhat tapered at the base, divided (30–)60–90% of the width, the lobes (2)3–6 per side,",http://legacy.tropicos.org/Name/13100028?projectid=23,,,,0.6,2.5,12.5,21,9.5,13,simple,,,,,,,
Fagales,Fagaceae,Quercus,berberidifolia,3.81,88.00,17.98,"Leaves: petiole 2-4 mm. Leaf blade bicolored, obovate, elliptic, occasionally subrotund, planar or moderately convex, (10-)15-30 × (8-)10-20 mm,",http://www.worldfloraonline.org/taxon/wfo-0000289753,,,,0.2,0.4,1.5,3,1,2,simple,,,,,,,
Fagales,Fagaceae,Quercus,chrysolepis,2.79,58.88,9.43,"Leaves: petiole 3-14 mm, rusty-pubescent, adaxially flattened. Leaf blade oblong, acuminate, usually flat to slightly concave, 20-70 × 10-35 mm, thick, leathery, base obtuse to rounded,",http://www.worldfloraonline.org/taxon/wfo-0000290135,,,,0.3,1.4,2,7,1,3.5,simple,,,,,,,
Fagales,Fagaceae,Quercus,cornelius-mulleri,2.43,56.89,12.02,"Leaves: petiole 2-5 mm. Leaf blade strongly bicolored, ovate to oblong or narrowly obovate, 15-35 ×10-20 mm, rather thick and leathery, base cuneate or attenuate-rounded, margins entire or irregularly,",http://www.worldfloraonline.org/taxon/wfo-0000290314,,,,0.2,0.5,1.5,3.5,1,2,simple,,,,,,,
Fagales,Fagaceae,Quercus,peninsularis,1.51,37.23,13.68,Peciolos: 5.5-7 (9.5) mm; Lámina: 50.44-53.71 (33.37) x 14.5-18.3 (23.13),,Fuente 1: https://plants.jstor.org/stable/10.5555/al.ap.specimen.a00062253?searchUri=plantName%3D%2522Quercus%2Bpeninsularis%2522%26syn%3D1 / Fuente 2: https://plants.jstor.org/stable/10.5555/al.ap.specimen.us00089593?searchUri=plantName%3D%2522Quercus%2Bpeninsularis%2522%26syn%3D1,,,0.55,0.7,5.04,5.4,1.4,1.8,simple,,,,,,,
Fagales,Fagaceae,Quercus,pyrenaica,6.23,102.36,13.15,"Leaves very variable in size, from 3 to 9 in. long, 11⁄2 to 41⁄2 in. wide, conspicuously and deeply lobed; the lobes four to seven on each side, oblong, rounded or pointed, the larger ones often coarsely round-toothed; dark glossy green, and with sparse, minute, starry down above; grey and felted beneath; stalk downy, 1⁄4 to 3⁄4 in. long.",http://www.worldfloraonline.org/taxon/wfo-0000292734,,,,0.63,1.9,7.62,22.86,3.81,11.43,simple,,,,,,,
Fagales,Fagaceae,Quercus,robur,16.67,106.54,17.00,"Leaves: petiole 3-6 mm. Leaf blade obovate to narrowly elliptic or narrowly obovate (some cultivars oblanceolate), (50-)70-150(-200) × (20-)35-85(-100) mm, base strongly cordate, often minutely revolute or folded, margins moderately to deeply lobed,",http://www.worldfloraonline.org/taxon/wfo-0000292858,,,,0.3,0.6,7,15,3.5,8.5,simple,,,,,,,
Fagales,Fagaceae,Quercus,rubra,26.19,136.15,15.69,"Petioles 18–58 mm long. Leaf blade 11.5–20.0 cm long, 9–16 cm wide, truncate or broadly obtuse at the base, divided 25–90% of the width, the lobes (3)4 or 5 per side,",http://legacy.tropicos.org/Name/13100118?projectid=23,,,,1.8,5.8,11.5,20,9,16,simple,,,,,,,
Fagales,Juglandaceae,Carya,ovata,28.46,117.13,9.58,"Peciolos (4.6) 5.5-8.43, Hojas: 16-31.28 x (11.14) 15.71-26.28",,https://datosabiertos.unam.mx/IBUNAM:MEXU:125449 / https://datosabiertos.unam.mx/IBUNAM:MEXU:613343 / https://datosabiertos.unam.mx/IBUNAM:MEXU:585049,,,5.5,8.43,16,31.28,15.71,26.28,compound,,,,,,,
Fagales,Myricaceae,Comptonia,peregrina,0.70,22.91,10.86,"Fuente 1: Leaves: stipules nearly cordate, long-acuminate. Leaf blade very aromatic when crushed, 3-15.5 × 0.3-2.9 cm, lobes alternate to nearly opposite, / Fuente 2: Leaves alternate, linear-oblong, tapered at both ends, 2 to 4 in. long, 1⁄3 to 5⁄8 in. wide, the blade deeply cleft (almost to the midrib) into broad, oblique, rounded lobes, 1⁄8 to 1⁄4 in. wide; dark green, downy; stalk 1⁄8 to 1⁄4 in. long. ",Fuente 1: http://www.worldfloraonline.org/taxon/wfo-0000617626 / Fuente 2: https://treesandshrubsonline.org/articles/comptonia/comptonia-peregrina/,,,,0.32,0.63,3,15.5,0.3,2.9,simple,,,,,,,
Fagales,Myricaceae,Morella,cerifera,1.44,41.15,9.89,"Hojas 2-7(-9) × 1-2(-3) cm, perennes, angostamente elípticas a elípticas,  pecíolo 1-3(-8) mm",http://legacy.tropicos.org/Name/21700096?projectid=3,,,,0.1,0.3,2,7,1,2,simple,,,,,,,
Fagales,Nothofagaceae,Nothofagus,antarctica,7.73,39.62,8.86,"Fuente: Leaves 1⁄2 to 1 in. long (occasionally up to 11⁄2 in.), broadly ovate or somewhat triangular, heart-shaped or truncate at the base, rounded at the tip, sometimes slightly lobed, always irregularly and minutely toothed, glabrous on both sides except for minute down on the midrib beneath (or the blade downy on both sides in var. uliginosa (A. DC.) Reiche); stalk downy 1⁄12 to 1⁄6 in. long.",Fuente: https://treesandshrubsonline.org/articles/nothofagus/nothofagus-antarctica/,,,,0.21,0.42,1.27,2.54,,,simple,,,,,,,
Fagales,Nothofagaceae,Nothofagus,cunninghamii,3.63,43.50,8.45,"Peciolos 1.45-2.75 mm, láminas 11.88-18.69 x 8.39-11.87 mm",,https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000741837?searchUri=plantName%3D%2522Nothofagus%2Bcunninghamii%2522%26syn%3D1 / https://plants.jstor.org/stable/viewer/10.5555/al.ap.specimen.k000741836,,,0.145,0.275,1.19,1.87,0.84,1.19,simple,,,,,,,
Fagales,Nothofagaceae,Nothofagus,dombeyi,4.63,33.69,8.62,"Leaves of firm texture, ovate or ovate-lanceolate, rounded or broadly wedge-shaped, pointed, finely and unevenly toothed, 3⁄4 to 11⁄2 in. long, 3⁄8 to 5⁄8 in. wide, dark glossy green above, paler bright green beneath, sometimes specked when older with minute blackish glands on both surfaces, but more densely beneath; chief veins inconspicuous; stalk 1⁄12 in. long.",https://treesandshrubsonline.org/articles/nothofagus/nothofagus-dombeyi/,,,,,0.21,1.9,3.81,0.95,1.59,simple,3.06,,"Subsesil. Solo hay una medida para el peciolo, no hay min ni max",,,,
Fagales,Nothofagaceae,Nothofagus,gunnii,6.29,35.70,8.02,"Leaves deciduous, somewhat leathery, distinctly folded, 1–2 × 0.9–1.7 cm, ovate to orbicular, upper surface with scattered golden hairs particularly along the midrib, lower surface with golden hairs restricted to the veins and midrib, four to six secondary veins on each side of the midrib, margins crenate, apex obtuse or emarginate; petiole 0–0.3 cm",https://treesandshrubsonline.org/articles/nothofagus/nothofagus-gunnii/,,,,0,0.3,1,2,0.9,1.7,simple,,,,,,,
Fagales,Nothofagaceae,Nothofagus,pumilio,3.03,35.24,6.90,"Leaves broadly ovate to broadly elliptic, 3⁄4 to 11⁄4 in. long, 1⁄2 to 7⁄8 in. wide; leaf-stalk 1⁄8 to 1⁄4 in. long. ",https://treesandshrubsonline.org/articles/nothofagus/nothofagus-pumilio/,,,,0.32,0.63,1.9,3.17,1.27,2.22,simple,,,,,,,
Garryales,Garryaceae,Aucuba,japonica,0.57,22.64,11.96,"Fuente 1A-Fora de China: Leaf blade 8–20 × 5–12 cm, Fuente 1B-Flora de Norteamérica: leaves 8–20 × 5–12 cm / Fuente 2: Leaves 3 to 8 in. long, 11⁄2 to 3 in. wide; stalk 1⁄2 to 2 in. long",Fuente 1: http://www.worldfloraonline.org/taxon/wfo-0000297052 / Fuente 2: https://treesandshrubsonline.org/articles/aucuba/aucuba-japonica/,,,,1.27,5.08,8,20,5,12,simple,,,,,,,
Garryales,Garryaceae,Garrya,grisea,1.28,20.27,8.65,Peciolos: 3.21-5.42 mm; láminas: 29.84-34.33 (39.97) x 14.27-20.33 mm,,https://plants.jstor.org/stable/10.5555/al.ap.specimen.cas0002775?searchUri=plantName%3D%2522Garrya%2Bgrisea%2522%26syn%3D1,,,0.32,0.54,2.98,3.43,1.43,2.03,simple,,,,,,,
Garryales,Garryaceae,Garrya,laurifolia,8.80,55.86,19.36,Peciolos de 1 a 2.5 cm de largo; láminas de 5 a 16 cm de largo por 2 a 6 cm de ancho,Flora fanerogámica del Valle de México,,,,1,2.5,5,16,2,6,simple,,,,,,,
Gentianales,Apocynaceae,Allamanda,blanchetii,3.16,51.41,16.42,Lámina: 43.77-70.78 x 15.6-26.98,,https://plants.jstor.org/stable/10.5555/al.ap.specimen.p00645157?searchUri=plantName%3D%2522Allamanda%2Bblanchetii%2522%26syn%3D1 / https://plants.jstor.org/stable/10.5555/al.ap.specimen.g00169222?searchUri=plantName%3D%2522Allamanda%2Bblanchetii%2522%26syn%3D1 / https://plants.jstor.org/stable/10.5555/al.ap.specimen.bm000952647?searchUri=plantName%3D%2522Allamanda%2Bblanchetii%2522%26syn%3D1,,,,,4.377,7.07,15.6,26.98,simple,5.72,,hojas sésiles,,,,
Gentianales,Apocynaceae,Alyxia,leucogyne,3.73,53.16,13.11,"Petioli 2-2.5 cm.  Limbus foliorum 7-9 cm longus, 2 3/4 - 4 cm latus",https://www.biodiversitylibrary.org/page/59256#page/176/mode/1up,,,,2,2.5,7,9,2.75,4,simple,,,,,,,
Gentianales,Apocynaceae,Araujia,sericifera,8.68,78.60,39.12,"Pecíolo 1,4-2,5cm, alvo-tomentoso; lâminas 6-8,5×2,3-4,1cm,",FLORA FANEROGÂMICA DO ESTADO DE SÃO PAULO,,,,1.4,2.5,6,8.5,2.3,4.1,simple,,,,,,,
Gentianales,Apocynaceae,Asclepias,subulata,0.76,19.97,10.49,"Leaves linear or filiform, 2-8 cm long., about 1-2 mm broad",https://www.biodiversitylibrary.org/page/16156875#page/164/mode/2up,,2,8,,,,,0.1,0.2,simple,,,hojas sésiles,,,,
Gentianales,Apocynaceae,Aspidosperma,pyrifolium,6.53,40.05,11.75,Peciolo: 14.09-19.68 mm; hojas: 50.19-66.71 x 27.47-34.75 mm,,https://plants.jstor.org/stable/10.5555/al.ap.specimen.m0184044?searchUri=si%3D26%26plantName%3D%2522Aspidosperma%2Bpyrifolium%2522%26syn%3D1 / https://plants.jstor.org/stable/10.5555/al.ap.specimen.m0184039?searchUri=si%3D26%26plantName%3D%2522Aspidosperma%2Bpyrifolium%2522%26syn%3D1,,,11.4,1.87,5.02,6.67,2.75,3.47,simple,,,,,,,
Gentianales,Apocynaceae,Cascabela,ovata,8.45,49.00,12.78,"Leaves petiolate, petioles 5–15 mm long, pubescent; lamina 5.5–18.5 x 2.5–12 cm,",https://link.springer.com/article/10.1007/s00606-016-1375-6,,,,0.5,1.5,5.5,18.5,2.5,12,simple,,,,,,,
Gentianales,Apocynaceae,Cerberiopsis,candelabra,7.98,69.25,18.35,bien reconnaissable à son port pyramidal et à ses feuilles de 35-40 cm x 7-8 cm,https://core.ac.uk/download/pdf/39885832.pdf,https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000857561?searchUri=plantName%3D%2522Cerberiopsis%2Bcandelabra%2522%26syn%3D1,,,3.5,4.8,35,40,7,8,simple,,,,,,,
Gentianales,Apocynaceae,Forsteronia,acouci,20.20,135.68,26.96,"Fuente 1: Hojas simples, opuestas, láminas elípticas, ovado-elípticas a obovadas, de de 3.5 a 12 x 1.5 a 6 / Fuente : Hojas con pecíolos 3-7 mm; láminas 8-14.4 × 3-7.2 cm, elípticas, ovado-elípticas a obovadas,",Fuente 1: Flora de los tuxtlas / Fuente 2: http://legacy.tropicos.org/Name/1801730?projectid=3,,3.5,12,0.3,0.7,8,14.4,1.5,7.2,simple,,,,,,,
Gentianales,Apocynaceae,Plumeria,rubra,3.25,61.82,18.50,"Hojas con peciolos 1.0-3 cm largo, glabros o pubescentes; láminas 9.4-34.0 cm largo, 2.6-11.0 cm ancho",http://www.ibiologia.unam.mx/BIBLIO68/fulltext/fasiculosfloras/fas38.pdf,,,,1,3,9.4,34,2.6,11,simple,,,,,,,
Gentianales,Apocynaceae,Tonduzia,longifolia,4.44,25.77,17.82,"Hojas 3.5-20 × 1-3.8 cm, en verticilos de 3 o 4 (muy rara vez opuestas), angostamente elípticas a ovadas o obovadas, glabras; láminas con las nervaduras secundarias 15-30(-40) pares, la base aguda a cuneada y usualmente decurrente en el pecíolo, el ápice agudo a acuminado con un acumen conspicuo; pecíolos (3-)5-15(-22) mm,",http://legacy.tropicos.org/NamePage.aspx?nameId=1803617&projectId=3,,,,0.5,1.5,3.5,20,1,3.8,simple,,,sinonimo de  Alstonia longifolia,,,,
Gentianales,Apocynaceae,Vallesia,glabra,3.46,44.43,10.91,"Hojas con peciolos 0.5-1.0 cm largo, glabros o especialmente puberulos; láminas 3-8 cm largo, 0.8-2.5 cm ancho",http://www.ibiologia.unam.mx/BIBLIO68/fulltext/fasiculosfloras/fas38.pdf,,,,0.5,1,3,9,0.8,2.5,simple,,,,,,,
Gentianales,Rubiaceae,Coprosma,nitida,1.91,28.77,6.44,"Peciolos 0.47-0.81 mm, 5.76-8.52 (10.15) x 1.29-2.87 (3.4)",,https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000349235?searchUri=plantName%3D%2522Coprosma%2Bnitida%2522%26syn%3D1,,,0.05,0.08,0.58,0.85,0.13,0.29,simple,,,,,,,
Gentianales,Rubiaceae,Morinda,jasminoides,5.97,99.27,30.90,"peciolos: 3.87-5.18 mm, lámina: 36.60-53.70 - 15.12-19.66 (26) mm",,https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000763768?searchUri=plantName%3D%2522Morinda%2Bjasminoides%2522%26syn%3D1 / https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000763769?searchUri=plantName%3D%2522Morinda%2Bjasminoides%2522%26syn%3D1,,,0.39,0.52,3.66,5.37,1.51,1.97,simple,,,sinonimo de Gynochthodes jasminoides (A. Cunn.) Razafim. & B. Bremer,,,,
Gentianales,Rubiaceae,Palicourea,sp,0.81,23.56,10.41,DESCARTADA,,,,,,,,,,,,,,,,,,
Gentianales,Rubiaceae,Pomax,umbellata,0.21,19.60,5.58,"Leaves ovate to lanceolate, 4–30 mm long, 2–13 mm wide, apex acute, lamina glabrous to hairy; petiole 1–9 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Pomax~umbellata,,,,0.1,0.9,0.4,3,0.2,1.3,simple,,,,,,,
Gentianales,Rubiaceae,Psychotria,rupicola,0.72,27.98,9.44,"peciolos: 0.4-0.93 cm, (3.5) 5-7.77 x (0.93) 1.4-2.87 cm",https://bioone.org/journals/adansonia/volume-35/issue-2/a2013n2a6/Psychotriae-Rubiaceae-neocaledonicarum-specierum-nomenclator/10.5252/a2013n2a6.full?casa_token=TZ0LKpn6rycAAAAA:yldE2tiyvIadryjLizpDU5N_fLrGrdQ2eUIACFefdtVxprT7Ri1AX3r6a_EWgrWH2Ayhn7g63g / https://science.mnhn.fr/institution/mnhn/collection/p/item/P00634157 / https://science.mnhn.fr/institution/mnhn/collection/p/item/P00634158,https://science.mnhn.fr/institution/mnhn/collection/p/item/P00634169 / https://science.mnhn.fr/institution/mnhn/collection/p/item/P00634168,,,0.4,0.93,5,7.77,1.4,2.87,simple,,,,,,,
Gentianales,Rubiaceae,Randia,capitata,2.64,28.39,13.54,"Hojas 2-7 × 1-4 cm, elípticas, obovadas, ovadas, oblanceoladas o subcirculares, pecíolos 3-12 mm,",http://legacy.tropicos.org/Name/27902215?projectid=3,,,,0.3,1.2,2,7,1,4,simple,,,,,,,
Gentianales,Rubiaceae,Thiollierea,macrophylla,1.64,30.96,13.31,"Peciolos: 32.20-47.48 (19.25) mm, láminas: (94.62) 142.11-173.09 x (35.33) 40.69-61.41 mm ",,https://plants.jstor.org/stable/10.5555/al.ap.specimen.p00645015?searchUri=plantName%3D%2522Grisia%2Bmacrophylla%2522%26syn%3D1 / https://plants.jstor.org/stable/viewer/10.5555/al.ap.specimen.p00645016,,,3.22,4.75,14.21,17.3,4.07,6.14,simple,,,,,,,
Geraniales,Geraniaceae,Pelargonium,hortorum,0.99,39.30,19.43,"Leaves 3.5-11 × 4.5-12 cm, petioles 4-18 cm, puberulent.",https://www.tropicos.org/docs/meso/geraniaceae.pdf,,,,4,18,3.5,11,4.5,12,simple,,,,,,,
Geraniales,Melianthaceae,Melianthus,major,1.67,32.87,23.39,"Peciolos: 8.603, láminas: (21.38) 29.36-45 x 14.08-17.23",http://www.worldfloraonline.org/taxon/wfo-0001083806,https://plants.jstor.org/stable/10.5555/al.ap.specimen.g00218820?searchUri=plantName%3D%2522Melianthus%2Bmajor%2522%26syn%3D1,,,,8.6,29.36,45,14.08,17.23,compound,45.78,,,,,,
Huerteales,Dipentodontaceae,Perrottetia,longistylis,17.00,53.35,22.78,"Hojas 7–20 cm de largo y 3–8 cm de ancho, pecíolo 7–9 mm de largo.",http://legacy.tropicos.org/Name/6600603?projectid=7,,,,0.7,0.9,7,20,3,8,simple,,,,,,,
Huerteales,Dipentodontaceae,Perrottetia,ovata,7.00,43.26,22.30,"Peciolos: 5.71-7.84 mm, láminas: (81.28) 95.59-110.37 x 46.17-58.19",,https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000537369?searchUri=plantName%3D%2522Perrottetia%2Bovata%2522%26syn%3D1,,,0.57,0.78,9.56,11.04,4.61,5.82,simple,,,,,,,
Huerteales,Huerteaceae,Huertea,cubensis,10.90,74.01,7.06,"Peciolos: 66.77 - 92.83 mm, láminas: 234.30 - 309.52 x 120.68 - 244.61 mm",,https://plants.jstor.org/stable/10.5555/al.ap.specimen.gh00050171?searchUri=plantName%3D%2522Huertea%2Bcubensis%2522%26syn%3D1 / https://plants.jstor.org/stable/10.5555/al.ap.specimen.k000601234?searchUri=plantName%3D%2522Huertea%2Bcubensis%2522%26syn%3D1 / https://plants.jstor.org/stable/10.5555/al.ap.specimen.gh00050172?searchUri=plantName%3D%2522Huertea%2Bcubensis%2522%26syn%3D1,,,6.68,9.28,23.43,30.95,12.07,24.46,compound,,,,,,,
Huerteales,Petenaeaceae,Petenaea,cordata,9.30,92.28,14.23,"petioles 5-11 cm,  blades 8.5-15.5 × 6.5-14.5 cm,",https://www.tropicos.org/docs/meso/petenaeaceae.pdf,,,,0.5,1.1,8.5,15.5,6.5,14.5,simple,,,,,,,
Icacinales,Oncothecaceae,Oncotheca,humboldtiana,7.72,64.79,15.14,"Feuilles plus grandes, de 9-18 x 3,5-7 cm, légèrement charnues.",https://www.biodiversitylibrary.org/page/59566048#page/98/mode/1up,http://publish.plantnet-project.org/project/nou/collection/nou/specimens/details/NOU106978..... https://plants.jstor.org/search?filter=name&so=ps_group_by_genus_species+asc&Query=Oncotheca+humboldtiana,9,18,,,,,3.5,7,simple,,,,,,,
Lamiales,Acanthaceae,Ruellia,californica,0.82,21.64,6.69,"leaves broadly ovate or oblong-ovate, 1 to 3 cm. long, acute or acuminate, entire",https://www.biodiversitylibrary.org/page/15549624#page/1475/mode/1up,https://swbiodiversity.org/seinet/collections/list.php,1,8.2,,,,,1,2.9,simple,,,en hojas muy pequeñas no se distigue el peciolo,,,,
Lamiales,Bignoniaceae,Amphilophium,crucigerum,24.00,83.77,39.11,"Hojas 2–3-folioladas, a veces con zarcillos trífidos, éstos frecuentemente divididos por lo menos 15 veces; folíolos ovados a subredondeados, 3.3 cm de largo y 2–14.7 cm de ancho, ápice acuminado, base cordada, membranáceos, variablemente pubescentes a casi glabros; peciólulos y pecíolos tetragonales",http://www.worldfloraonline.org/taxon/wfo-0000782449   https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Pithecoctenium~crucigerum,https://swbiodiversity.org/seinet/taxa/index.php?taxon=Amphilophium+crucigerum&formsubmit=Search+Terms,11.89,17.21,,,,,9.1,18.88,compound,,,,,,,
Lamiales,Bignoniaceae,Callichlamys,latifolia,37.75,155.03,43.49,"Hojas 3-folioladas o 2-folioladas con 1 zarcillo o cicatriz de zarcillo; folíolos elípticos, 737 cm de largo y 3.49.5 cm de ancho, ápice acuminado, base ampliamente cuneada a redondeada, puberulentos con tricomas dendroides en las axilas de los nervios laterales del envés y a veces en toda la superficie.",http://www.worldfloraonline.org/taxon/wfo-0001214808,https://datosabiertos.unam.mx/IBUNAM:MEXU:320163,16.52,26.31,,,,,14.05,23.47,compound,,,,,,,
Lamiales,Bignoniaceae,Chilopsis,linearis,4.93,109.47,24.50,"Leaves linear to linear-lanceolate straight (4-)5.5- 9(-12.5) cm long, (2.8-)4-7(-10) mm wide, lep- idote-glandular, also usually with scattered tri- chomes 0.05-0.3(-0.4) mm long at base and along midvein and margin",http://www.sci.sdsu.edu/plants/chile/pdfs/Gentry1992-Bignoniac.pdf,,5.5,9,,,,,0.4,0.7,simple,,,sésil,,,,
Lamiales,Bignoniaceae,Fridericia,patellifera,11.20,91.36,26.64,"Leaves simple or 2-foliolate, sometimes with a tendril; leaflets (or leaf blades) ovate to rhombic- ovate, sometimes serrate, acuminate to obtuse, broadly cuneate to rounded 4.7- 14.5 cm long and 2.9-10.5 cm wide, membranaceous, the secondary veins 4-6 on a side, the basal nerves often making more acute angle with midvein than upper nerves, somewhat lepidote above and beneath, conspicuously simple- puberulous beneath mostly on the nerves, less so above (rarely glabrate, e.g. Gentry 1955), drying more or less olive, the pubescent veins lighter beneath; tendril simple, 4-16 cm long; petiole and petiolules conspicuously pubescent with long simple trichomes, petiolules 0.5-2.2 cm long and petiole 0.7-1.9 cm long in compound leaves, petiole 1.1-3.5 cm long in simple leaves. Inflorescence an axillary or terminal, usually many-flowered panicle, the branches puberulent and lepidote, the buds appearing conspicuously white-tipped from the pubes- cent corolla lobes.",http://www.worldfloraonline.org/taxon/wfo-0000781189#description,http://www.splink.org.br/index?lang=pt,4.7,14.5,,,,,2.9,10.5,compound,,,"Info de su sinónimo Arrabidaea patellifera. Entiendo que puede ser simple o compuesta, qué info tomo en cuenta?",,,,
